manager_id:ID,name,title,reward,gender,age,:LABEL
d45794c299e9e9ec8e370ca6cfb6a0e7,张泉,董事；执行总裁,2167200,M,57,manager
181ece1cf8b79f9ba2f2dac4a39d4b92,孙郑岭,董事会秘书,827200,0,0,manager
32d59bc454e9b7b74a65d0c0def4046c,张海帆,监事,19700,0,0,manager
0497cc3267a8966896cd2678dc16e0ce,黄文奕,副总经理,730200,0,0,manager
ac8ce05c974ef0f6d77a08f1fdc044a3,周益三,监事,461200,M,39,manager
88d5abb440a42759d1534e2189bc2dff,黄志良,董事,50000,M,55,manager
1096aa452b92b23bd67f2f34ad8cbb1e,柏志伟,原副总经理；原董事会秘书；原董事,285000,F,38,manager
8785c9b65007fb24009edabc330d05c7,张雪松,原副总经理,1088800,M,56,manager
e808c9a59ccb2ac19eafea7ab9d3ed2b,方娅兰,董事,222000,F,38,manager
3bee38300881bb556c457b5dd07b9aef,何建军,副总裁,2361300,0,0,manager
a3fc6e7bafd02f3bdd4c320fce15ec55,熊波,监事,475000,M,61,manager
f7f12935ea5033d47f49149cbcf5d375,陈耿森,原董事,0,0,0,manager
b67c429ea415f9422d1028af1a5469d2,李守清,董事；总会计师,0,F,49,manager
c938747ee476634e8d3df028a5027f4c,宋宏谋,董事；副总裁,4806000,M,0,manager
f200d24df79b8b17a38994f67a3fe888,范炼,董事,330000,0,0,manager
83e887aa728999208b13e2b0958ee08a,王磊,副总经理,0,M,49,manager
6300c743ac82e7f38f47390fbef88d5d,杜军,董事,0,M,54,manager
8a47cc8c6cc962f3a2aa14cbcddcd875,龙光明,监事会主席,0,M,37,manager
b0ca7db1ac6764bc57c8b671662dc95d,杨剑平,监事,0,F,48,manager
193f6905ea2713a7fe88e13c79bc4e37,林心养,副总经理,1575000,0,0,manager
8c2b37579aadb570f859c591b779232f,晏建军,董事,0,M,51,manager
93c3799b6726eb13b882560795a26a3c,王秀颜,原监事,0,F,58,manager
45dc6d547d3f9a997f949cba79493936,林敏,党委书记；副总经理,2025000,0,0,manager
c49536dd231e4725222a23ad4799de2c,龚克,职工代表监事,0,0,0,manager
a7bc56dc9e291cbe61c33c316502d810,胡琴,董事会秘书；副总裁,2275600,F,53,manager
007816082380d1ed2714cb73a32ca061,董志勇,原董事,70000,0,0,manager
6e7e12c264fb3e1f456b0782f47e4af6,陈卓,总会计师,0,M,44,manager
52ad8081095f6d58ed5e763bd9416678,戚思胤,监事,0,M,40,manager
fa07f41fbcae87079678dde7cf7889e5,陈玉峰,原董事,0,0,0,manager
34418d48b9ba04374ca59261af3ec7d7,祖学忠,副总经理,680000,M,59,manager
62d590f899af47b43446ec27b47c9120,郑英,监事,360000,0,0,manager
fd78049bf4eeff01078e9ae093698343,周立达,副总裁,1420800,M,51,manager
9c367ff9c3fba5ac3ed274c4500a1866,唐天云,独立董事,53300,M,60,manager
cb4f288a3d46dd83a6a8ec0d961e665c,李昊,监事,661100,0,0,manager
b8f9504cb8a9d544c68207407a9c9aa0,姚曙,原董事；原常务副总裁；原党委委员,0,M,54,manager
d22674d06a308fe3f580ddfcc5bf3be6,姜澎,董事会秘书,577200,0,0,manager
0f510c054164215d3cbf067502172a29,郑方,原董事；原总经理,52100,M,57,manager
8d5473d4d44b64b9dbe74319e84dbe6b,叶海强,副总裁,2654900,M,46,manager
512447504ebecf1489464067d559a766,陈惠劼,董事长,555200,M,52,manager
0a03afe80d597c2f9ef0a8b80248f457,邝焜堂,财务总监；公司秘书,1610600,M,54,manager
990b8876cdbcf4fd8e95146c1fe77146,罗凯,助理总裁,1200000,M,50,manager
cecf175e6ace0360793600039b1bd921,陈强,副总裁,0,M,55,manager
fb38cd1d37be70704b1e38a2b7a1695f,李柳宾,职工监事,0,0,0,manager
d3b90fde787c0d64460feabfad496006,陈皓,原监事,6000,F,48,manager
1127d742313a1e26e435c2bf7ae05a7a,熊佩锦,董事长,1274600,0,0,manager
6c991cfd581d984cee9bfbab008a2ef5,李世标,董事,17900,M,56,manager
01bda8a409a712879afd1fce3724dbe2,王文杰,监事,0,0,0,manager
62715721632efa5d875dcbef39eac97e,董华,独立董事,60000,M,43,manager
6673c96740370732eaa6e342e7e578ee,张磊,董事；财务总监,500000,0,0,manager
2d7eadb092d229e5459770f53d46785a,李全才,监事,1055000,M,59,manager
21f4dd4f5f46b2d711131e911d84709a,曹晓英,监事,474000,F,52,manager
66114fdf4d5da75207663c82ed05cca1,张旭,监事,0,M,38,manager
f941bc12ae129b824f3d5d0ecd26d02a,胡向东,原董事,0,M,58,manager
62e6f8e765fce0633d84138a17cef819,黄灵谋,董事长,46000,M,57,manager
e7f3767caf9e785f71ff47e84e405c3d,曹洪,总建筑师,1797000,M,56,manager
b8e44126ac37d2838f627c39cef13906,王志萍,财务总监,733300,0,0,manager
ccdfe9aefad822d510f22ee9552fb555,曾章和,原副总经理,1277600,M,48,manager
237ba75a22d59798a93f2295a581e28d,王爱国,董事；总会计师,554900,M,56,manager
11f9836854ab4fe7822751b2cb3aa776,刘烨,职工监事,290400,F,33,manager
16f9dfbecdf717a9301cf122999d30a1,张晨,董事会秘书,105000,M,46,manager
428601abcf3c9199b4cacd99caf8f6f3,陈美玲,董事,0,F,25,manager
4df5349f95f94a70aead39e93bdf15b9,胡晓明,原董事,0,0,0,manager
fbab8513d51d03578d696f5a082ecd12,李平,独立董事,0,0,0,manager
d28042533df7247b58db89e485a1bbb2,连瑞芹,监事,0,0,0,manager
3c9a8ee8b71863e3e50e103bcb270a82,王松奇,独立董事,0,M,68,manager
b4ac28211bf1049dd51e495d958ff28c,杨志春,董事会秘书,166600,M,36,manager
25ba07aa008f9a9114b00084852e382d,李祥军,原独立董事,50000,0,0,manager
7094f1eeb4ab123172043de78866b7d1,王红峡,独立董事,60000,F,53,manager
e58fe639c58c157bb350b3730dc93af1,吴叔平,独立董事,100000,0,0,manager
20bd4fba3bcacbffeaf25cae94e3f2f6,叶晓东,副总裁；财务总监,2693400,0,0,manager
0da4577e2da2e9d127eb35027f619f8f,曹三海,原监事会主席,261500,M,71,manager
2a859b2231cb8a3aa68db6fa009345d7,张淼洪,独立董事,80000,0,0,manager
107388e5feb77b41f5bada850ba74484,陈勇,董事长,0,0,0,manager
d89dbac4ae010089accb24e0bff1459d,朱金松,董事；总经理,0,M,72,manager
4b0656b2822adbfaf6b7c0e905cc7590,曹宇,监事会主席,0,0,0,manager
1658b070653af8b87b8893e5eb7188be,闫增军,副总经理,1830600,0,0,manager
8d703394aa447b34ed53dbd686fee70b,任冰冰,副总裁,1751900,F,55,manager
f3d7250f7b0760120d2b2a71fd177e03,韦岗,原独立董事,80000,M,57,manager
c619fac8e69ade829fbda9df1bec2d6c,张虽,职工监事代表,128400,F,35,manager
e451ab86eaa85d598b1400d1c5d87d8a,余刚,董事局主席；总裁；党委书记,0,M,54,manager
b38803847b1e71edf0acdc2fa8da3470,冯源,监事,473500,M,56,manager
5b6da3ef83f5fa977e6c5413ebff15df,臧其文,董事,0,F,66,manager
78a5c5316b1d81b03902e9bd0bf9794d,咸勇,副总经理,675300,M,41,manager
04c42bd6cb7ffa8abcf9c3229f64f85f,徐美平,副总经理,636000,0,0,manager
62715721632efa5d875dcbef39eac97e,董华,独立董事,35000,M,43,manager
6bc4a89bb73f8a771060c8dbc69bf311,唐治钫,监事,809500,M,60,manager
2f29fdb9aac01b3a958fbe5219453d7a,张宇锋,独立董事,0,M,57,manager
0dbb2673d6bf4bc87072ca5ceaecf846,李晗,独立董事,6700,0,0,manager
673a82ad18ca5b94ab4768a7360bbb53,贾明辉,原董事长,208300,M,55,manager
0422768e860245662f6db80b15f70a00,吴小莉,原独立董事,100000,0,0,manager
0ce36087f8219547d535b417de4cd2b9,梁铭,副总裁；党委委员,0,M,59,manager
e5d0e59f7ccc780f938e6a1c31a89d6f,戴登安,原副董事长；原总经理；原董事会秘书,329900,M,46,manager
bc67a2b2292ef208ab5a8ee8cb0452c3,乔小燕,董事；总裁,1152700,F,45,manager
d2735b14777b47577bdbdfc71b5f6f5d,李永德,监事会主席,734100,0,0,manager
35f098ee6d8edce3087ca32fc632a438,周国利,监事,0,M,54,manager
9aea9045cc9897301801c8a692969937,李文婷,独立董事,70000,0,0,manager
a57a21372747a2af6c7d249ddc9dbf53,连万勇,董事,0,M,50,manager
f9e0d47c8301793bda99c5655b9f5322,王友印,副总裁,376400,M,50,manager
dc3776b764340956a439e95deb274186,袁淳,独立董事,0,M,44,manager
889567b6d86465865986b3e816897b34,彭玲,董事；副总裁；党委委员,0,F,55,manager
f16222fa0a38aacd113e2ce8a9803ee6,秦琴,董事；总经理,0,0,0,manager
7827c9c0040402bc49717eea5dc41d14,岳晓华,监事,0,F,49,manager
21bea00daab2a70cb733a1202d2696fa,刘斌,副董事长,160000,0,0,manager
33f84c6b6b4ce170f551d8a3873b5c17,余金树,原副总经理；原财务负责人,1615600,0,0,manager
249be80dcd1efca0faa0a66bac403459,王顺晴,原监事会主席,0,M,56,manager
975cdced25a1cd0b88fe62fdab6d9153,许刚,独立董事,60000,0,0,manager
ca8b0d2abca29ba81975d3f1b9d5ca40,乔宏伟,董事长,0,0,0,manager
a8ec481b8c6692404ceee17e8daf3873,曹方,董事,0,0,0,manager
76e93065c9d2bc3b3922eb9303359cc3,赵泽辉,原董事,1776307,M,49,manager
41b6e65ba8605aabdac572626144425e,朱明扬,副总经理,1504500,0,0,manager
53aafc2b4da732ebaf3aa703a99662f3,金东杰,董事；总经理,0,M,47,manager
7d4f6402e3300b36525cff4221bad93d,张仲力,监事,0,M,52,manager
35f098ee6d8edce3087ca32fc632a438,周国利,监事,80000,M,54,manager
2306066b7f2ba2194c6d0d51d20b4030,王忠辉,原副总经理,1300000,M,42,manager
b34427055cfc91f32ce106c684af445f,陆万军,副总经理；董事会秘书,1358900,M,53,manager
7be9b1078259825352a592b1494dafa5,李兴春,副董事长,4990000,M,54,manager
e11743f0186930bc3a9e9f645f2421ca,应学民,原副总经理,134200,M,55,manager
1c55bb1d4c34ee94386f793b4db27160,丁建中,董事会秘书,0,M,44,manager
a3fc6e7bafd02f3bdd4c320fce15ec55,熊波,监事,508000,M,61,manager
30ed048525abca883db82d303ac8e74e,杨敬石,独立董事,30000,0,0,manager
65c1fb5ee22f0e298e038be8ebaa850b,马凤鸣,原职工监事,387900,F,58,manager
7ba5c6d760d4c939f626cec846456145,龚波,监事,0,0,0,manager
b2d95fdc31b1df046d13b34fd3b67cdf,陶青,监事,200000,0,0,manager
1fd2c146cdd07d91c6387c7a2805d679,周永章,原独立董事,80000,0,0,manager
0d2b7429c00fdc694ba4eb2b772a5285,萧端,独立董事,60000,F,61,manager
7627809cceb8ed56ec5cd81f24354869,徐志斌,总经理,135800,0,0,manager
60b9fb99f91e26e4c6dd8e491101ae11,王卫国,独立董事,100000,0,0,manager
2402e460044c4032fefd1d076e687b33,陶旗,总经理,379100,M,57,manager
71f29b627c2d39a9e6c4925af81281d6,陆革,原副总经理,0,M,51,manager
3678f9b4fbd2e154defda3eba1e2e02c,马伟华,副董事长；首席执行官,364000,M,40,manager
b286ad4a67d690c5e31bf13f10823ca5,熊跃华,副总经理,636000,0,0,manager
ac529905f6081794582a5f905235d789,陈胜群,独立董事,84600,M,58,manager
1ec89bbf9b33a2a794dc251169d14e5b,吕卫东,监事,234000,F,53,manager
88f9990d088395ea311ca0a4a566df0f,张清志,副总经理,716600,0,0,manager
6685de30bb332b3bf76ef6bcf6fb035b,周清平,监事,2644000,0,0,manager
53f3099fdc0b4b7c7b142867053e6d79,曹巍,原董事会秘书,0,0,0,manager
d529b45ce618fa35aea0bdc40df229f4,向恩华,职工监事,27300,M,57,manager
8db217f182dcb947c98fc26afb75c7ba,倪征,原副总裁,1207378,M,52,manager
43f345a2cf23cf921eb7854c9594f7c0,许长龙,独立董事,29200,M,58,manager
4419ba35e73b19b2cdd34b74159ca691,邸燕,原董事；原财务总监,759600,0,0,manager
7f35fa0dd5c5a8979410aa88eeffeb1e,刘晓明,副总经理,1442300,M,49,manager
65cca2482120907bf9ae3a5a70250b1d,姚远,监事,415900,0,0,manager
f175975e6e0db9403af45a3a239eeb00,苏梅,独立董事,80000,0,0,manager
94057cbb4fc89494312c1ba408357062,马永武,副总经理,596100,0,0,manager
1c1887bf9a9edece81bc483174768ff2,章磊,原监事,0,0,0,manager
3a3b7ae5e1387d9fd47f3497bfb8d631,张晓东,职工监事,378600,0,0,manager
925d3e539c74ebd7b65e522f7976d57a,张爱玲,副总经理,553100,F,52,manager
24627bf76b50e0de949cb0754ba88484,刘中华,独立董事,63000,M,55,manager
9a1e521b898de573e2b43d98b68de6aa,王航军,董事；总经理,1230000,M,54,manager
c7a4bbe0de3263b9a3586e7c65bcebe8,何进,副总裁,1285700,M,48,manager
6a0b6503439442b11292b9dc7f6e879c,吕航,董事；总经理,947400,M,59,manager
faa8637dedfff75bd0b8e7eded83ff63,梁艳,原职工代表监事,4900,F,48,manager
029190c7858858bb033ee732479ed041,林功实,独立董事,120000,0,0,manager
cea91555e2c27c491836582c92457e58,刘阳,副总经理,797200,M,58,manager
125be95492370f6dce25835b302c329e,房向东,独立董事,119000,0,0,manager
e4efa7bc1eda10a8c74392100423c0e3,王宏,董事长；非执行董事,0,M,58,manager
dc5af85fb942663d0587a575b1b8adc4,邹志荣,监事会副主席,0,M,44,manager
45cfabfb3f81ab444bb1c1cab685607d,张键,副总裁,0,M,47,manager
c5250f00c68d5aa03d7d478ae9771ca3,刘宇,副总经理；董事会秘书；总法律顾问,1331300,M,38,manager
5e6409e98b225add9ea3401bf777d574,倪根元,监事会主席；职工监事,2780900,0,0,manager
53dbbc9dfb07485df6b9fcb4fc6bd6bf,赵先明,原董事；原总裁,1492000,M,54,manager
e1fd453b02fb63565064d9425b5b833f,李新华,副总裁,1305000,M,42,manager
89f80c8acdd5e894cc0e802cd3b5f199,沈险峰,独立董事,59500,0,0,manager
f8539a98f66d9c308d6e120804c8d6e0,汪斌,副总经理,1352900,0,0,manager
d4384c2515ded7e7d8ba892f940c7991,王亚文,原董事,50000,0,0,manager
483faa5d205aac54ccebe5e946eb1f98,刘原,董事,3300,M,51,manager
81d281f794c0e4359b758f37b64ab68e,陈平,执行董事；董事；副总裁,1744900,M,58,manager
4af97e70fb78c14628015f75fdea184d,王新庆,党委副书记；纪委书记,1028600,M,55,manager
615d44f9298620e95627b31a0afc7653,任勇强,董事；总经理,1162400,M,54,manager
3035f8faa65a017847c4322edd83c538,孙永桢,职工监事,3395400,F,52,manager
a3b3188d5bbbb17546f39930b91539f4,宋德武,董事长,0,M,49,manager
c96d137da97d9a246e00d5d4be61a145,张勤建,总经理；董事,0,0,0,manager
017d9bb3b52002d2a68cdfb5ece775ab,于玉群,副总裁；董事会秘书,3763000,M,55,manager
9d9efbd5a7870706c800a40a484ad045,徐燕松,独立董事,100000,F,55,manager
dcf988f088ea753ced48e4b2fe471aa7,顾伟敏,职工监事,495300,F,39,manager
67a58a60ab30af8e4aeacbeec9f94312,刘小平,职工监事,1030000,M,57,manager
a210f8130eae8ffa9f5b6dac9f36592b,杜郁,副总经理,1485500,0,0,manager
3b2ca9ddf532d606f4931f24db247afa,孙继强,董事,683700,M,51,manager
2ffea2b50616cdb266358a4d34117983,曾维海,监事,30000,M,43,manager
53f3099fdc0b4b7c7b142867053e6d79,曹巍,原董事会秘书,772000,0,0,manager
ac89dc9e8ba163ad8bd8c3b19338e036,阎焱,独立董事,160000,0,0,manager
f2f93186499f499cd1a30c321077a9ae,韩宏,董事,0,M,0,manager
99774885257b0a0043a8181c3a1f31e0,彭勃,职工监事,324900,0,0,manager
14746882bcacf07dc740f1c820ac4de1,韩学渊,原董事,11600,M,46,manager
a45df5fe6cef8f413808a00d3c3e3584,马翔,董事,0,M,50,manager
387fab0e4dc88955345bcf61c553b9d6,路清,独立董事,120000,M,54,manager
6f0cffc7b68d0f812f9ffedb14dbeb7e,郭田勇,独立董事,441100,M,52,manager
990f806ce8561d98efa5b600e86cab52,李峻,董事,0,M,0,manager
b60989284e24e944aae3a5851c427f79,李梅,原监事,0,F,50,manager
43fc54f278f5bd766964d37bb6c99a94,郭晋龙,独立董事,80000,0,0,manager
12a8bf7ded2a7dc737c4228b625dd4e0,姚长林,副总经理,1976000,M,52,manager
5caf58ec30785745632f6a584bcd32d6,王春汉,原独立董事,459400,M,69,manager
deffed85ac34fb0c89baf896cef5c68f,陈建,监事,0,F,41,manager
6a307d670dbaa6197544c61013305149,陈怀东,董事；副总裁；董事会秘书,3606000,M,0,manager
063bc0c1222989f3d6289f5bf9005bc5,包志虎,副总经理,1273300,M,58,manager
12a78d2ba2564b0a8636bd61529b7907,高靓,董事长,4537700,0,0,manager
ab939eada6813cc9019200d63a7d11a8,张心亮,董事；财务总监,500000,M,50,manager
199f9418b2068e28d781e6d85877eff5,姜欣,独立董事,64900,M,59,manager
6cd336f288c2771642ca1617cd68118e,林婵波,董事；党委副书记；工会主席,0,M,59,manager
63d9f07d9d11ed5ad0c9fe5d6a14a548,栾聚宝,原副董事长,50000,0,0,manager
6facf63a523659ac2004b90964c33641,张宏,董事,120000,F,55,manager
d4279ed54b124434d18f2808df0a097c,邓丽丹,原监事,207800,F,37,manager
4add3f755b52ff0c1e7f2d23b28ac677,郭万达,独立董事,80000,0,0,manager
c366ea4ed4a157c99d70ab71c293ae51,岳琴舫,独立董事,0,0,0,manager
25f4b66115aa5ed9da0d59bee2807dae,陈基建,董事；副总裁,3126000,M,0,manager
4f433ef9bce9e1af2e81325022b67210,张引,监事,0,M,46,manager
4b0656b2822adbfaf6b7c0e905cc7590,曹宇,监事会主席,500000,0,0,manager
0cbbf7ad04f6e5d1d10c77a3d1bcf320,巴根,董事；总裁,2510600,M,48,manager
e6cc562e7788368574c941cccc9091ae,赵春扬,监事,43700,0,0,manager
d862ebb9a562d5bab697160974bacc29,曾广胜,执行董事,2913400,M,54,manager
11ac1e0ce8c46c64223a585209d0fbd8,江奎,董事,100000,M,56,manager
e773cb20f0068bcc2a61ce8cf22b3b26,胡月娥,董事；副总经理,417200,F,58,manager
cfcd906ec98481bd60b53525040927bf,林松,常务副总经理,251800,M,57,manager
a7930f9bd877be2a492535b5e034fb85,张渠,副总裁,0,M,50,manager
eccd27d999907b8648d3a848353f6029,李万军,独立董事,30000,M,56,manager
8b61c941ea0b084c383a666483992cf7,朱桂龙,独立董事,0,0,0,manager
04c42bd6cb7ffa8abcf9c3229f64f85f,徐美平,副总经理,653400,0,0,manager
21b6106a4beae64022f112bb8707e38b,王川,监事,730500,M,45,manager
07f4c0e89ce7360d440f983fdc5030f1,王洁萍,原董事,0,F,48,manager
9838c326e26cabb078ab97301fd0838c,陈敏生,原董事长,0,M,58,manager
4d13c1b7f8724d874a65541e887f5ca2,葛晓炳,监事,164000,0,0,manager
52c76d9ec639239098563e8a3953ff52,孙怡虹,副总经理,750100,F,54,manager
882e61319a8c1003e6181f5c8c84113c,董成功,董事,1560100,M,53,manager
c8e6e9e0075a324c2a0685b8b0b7b24b,王斌,董事会秘书；总经理；董事,1078200,M,45,manager
6614f9496884c2b761bdac60bf36f8cd,何之江,原副行长,1394600,M,55,manager
aaec99cbeb17a39f99665b65d3bb9325,徐晓阳,原董事,0,0,0,manager
a055a1518c7ea7c6c763d7c69352e2ff,张宇燕,监事,676200,0,0,manager
815d69ec81b37548af7df504468108fd,张宪依,董事；总经理,375800,M,58,manager
51f3985992a7a65e38d5509934851f67,喻景忠,独立董事,96000,0,0,manager
19461925936e3e22b4e9dc22a5b25783,孙凯,董事；副总经理；董事会秘书,218400,0,0,manager
e2c8a9c9609b0575ef98e9b8f354049a,朱瀚樑,公司秘书(香港),0,M,37,manager
74d6fca83b9310555df5e962b5a1c7e6,刘冰,副董事长,0,M,0,manager
f316600a8227a19ca35d38ef497408fe,何飞,董事；财务总监,32100,0,0,manager
ac835ad7bb5102037be41e19c4910d60,卢剑波,原独立董事,0,0,0,manager
f6259b8832689f91af3f36a026a5fdc3,肖瑶,董事；总经理,457200,M,30,manager
4ee9a340108ce2169cf97a74afb06bd6,郭海兰,独立董事,60000,0,0,manager
