,ts_code,ann_date,end_date,name,title,reward,hold_vol
113,000037.SZ,20200320,20191231,廖俊凯,监事,0,0
114,000157.SZ,20200331,20191231,付玲,副总裁,1800000,2274397
115,000037.SZ,20200320,20191231,巫国文,董事；常务副总经理,670000,0
116,000488.SZ,20200328,20191231,朱瀚樑,公司秘书(香港),0,0
117,000338.SZ,20200327,20191231,邝焜堂,财务总监；公司秘书,1610612.44,0
118,000488.SZ,20200328,20191231,尹美群,独立董事,116700,0
119,000100.SZ,20200331,20191231,黄旭斌,原董事；原CFO,58400,2538380
120,000060.SZ,20200310,20191231,杨宁宁,董事,0,0
121,000039.SZ,20200327,20191231,高翔,常务副总裁,4187000,0
122,000400.SZ,20200410,20191231,易永辉,原副总经理,410800,0
123,000025.SZ,20200403,20191231,张权勋,董事,0,0
124,000400.SZ,20200410,20191231,李广华,副总经理,588400,0
125,000420.SZ,20200410,20191231,刘彦文,独立董事,40000,0
126,000400.SZ,20200410,20191231,白慧,原副总经理,351500,0
127,000060.SZ,20200310,20191231,李映照,独立董事,150000,0
128,000400.SZ,20200410,20191231,白慧,原副总经理,351500,0
129,000400.SZ,20200410,20191231,赵成功,职工监事,419400,0
130,000400.SZ,20200410,20191231,甘江华,职工监事,601200,0
131,000401.SZ,20200319,20191231,刘素敏,董事；副总经理,1157600,0
132,000400.SZ,20200410,20191231,杜丹丹,董事,,0
133,000400.SZ,20200410,20191231,张新昌,监事会主席,,5000
134,000400.SZ,20200410,20191231,尹项根,独立董事,80000,0
135,000401.SZ,20200319,20191231,赵晨光,职工代表监事,845700,0
136,000151.SZ,20200325,20191231,赵耀伟,监事会主席,600600,0
137,000401.SZ,20200319,20191231,刘宇,副总经理；董事会秘书；总法律顾问,1331300,0
138,000502.SZ,20200330,20191231,杨卫东,原财务总监；原董事；原总经理,420300,0
139,000011.SZ,20200318,20191231,张世磊,董事,,0
140,000404.SZ,20200411,20191231,何心坦,董事,0,0
141,000014.SZ,20200327,20191231,李永德,监事会主席,734100,0
142,000502.SZ,20200330,20191231,孙彦安,原董事,,1000
143,000039.SZ,20200327,20191231,潘承伟,原独立非执行董事,100000,0
144,000011.SZ,20200318,20191231,戴先华,监事会主席,1001900,0
145,000014.SZ,20200327,20191231,董方,董事,0,0
146,000014.SZ,20200327,20191231,王凡,董事会秘书,541000,0
147,000404.SZ,20200411,20191231,何成志,总工程师,417800,0
148,000029.SZ,20200314,20191231,姜丽花,董事,0,0
149,000029.SZ,20200314,20191231,唐小平,副总经理；董事会秘书,1143600,0
150,000404.SZ,20200411,20191231,陈思远,职工监事,275200,181250
151,000050.SZ,20200318,20191231,郑春阳,监事,,0
152,000050.SZ,20200318,20191231,彭旭辉,副总经理,1975500,7800
153,000100.SZ,20200331,20191231,金旴植,董事；高级副总裁,8753500,0
154,000409.SZ,20200328,20191231,陈志军,原独立董事,0,0
155,000409.SZ,20200328,20191231,李清华,原副总经理,335300,0
156,000037.SZ,20200320,20191231,潘沙,原监事,0,0
157,000039.SZ,20200327,20191231,林锋,监事长,0,0
158,000034.SZ,20200331,20191231,周立达,副总裁,1420800,2647121
159,000034.SZ,20200331,20191231,韩智敏,副总裁,1814700,407058
160,000409.SZ,20200328,20191231,黄新才,原副总经理,335300,0
161,000417.SZ,20200328,20191231,刘华生,总会计师,240400,0
162,000031.SZ,20200331,20191231,冯安静,原副总经理,1153200,0
163,000409.SZ,20200328,20191231,于清,职工董事,0,0
164,000417.SZ,20200328,20191231,王浩,董事；总经理；党委副书记,255400,0
165,000417.SZ,20200328,20191231,周福江,副总经理,391500,0
166,000417.SZ,20200328,20191231,吴红,职工董事,293800,0
167,000420.SZ,20200410,20191231,刘宏伟,董事,,48500
168,000420.SZ,20200410,20191231,刘杨,董事,,0
169,000420.SZ,20200410,20191231,徐建国,总经理助理；董事会秘书,110000,20300
170,000089.SZ,20200328,20191231,陈金祖,原董事,0,0
171,000417.SZ,20200328,20191231,杨志春,董事会秘书,166600,0
172,000166.SZ,20200328,20191231,黄丹涵,独立非执行董事,150000,0
173,000421.SZ,20200417,20191231,王飞廷,副总经理,331200,0
174,000421.SZ,20200417,20191231,孙彬,副总经理；总会计师,331200,0
175,000026.SZ,20200320,20191231,潘波,副总经理；董事会秘书,1621500,130000
176,000090.SZ,20200414,20191231,尹剑辉,副总裁,1552700,0
177,000090.SZ,20200414,20191231,周志明,职工监事,849600,0
178,000045.SZ,20200314,20191231,朱军,董事长,745700,82200
179,000045.SZ,20200314,20191231,何飞,董事；财务总监,32100,0
180,000428.SZ,20200330,20191231,许长龙,独立董事,100000,0
181,000096.SZ,20200331,20191231,黄邦欣,副总经理,796200,0
182,000423.SZ,20200327,20191231,韩跃伟,董事长,0,0
183,000059.SZ,20200403,20191231,任勇强,董事；总经理,1162400,0
184,000045.SZ,20200314,20191231,王维星,原监事会主席,856800,0
185,000026.SZ,20200320,20191231,王建新,独立董事,90000,0
186,000026.SZ,20200320,20191231,方嘉盛,监事,360000,0
187,000096.SZ,20200331,20191231,赵政,独立董事,86000,0
188,000001.SZ,20200214,20191231,谢永林,董事长,,0
189,000001.SZ,20200214,20191231,胡跃飞,董事；行长,4660400,4104
190,000001.SZ,20200214,20191231,陈心颖,董事,,0
191,000001.SZ,20200214,20191231,姚波,董事,,0
192,000001.SZ,20200214,20191231,叶素兰,董事,,0
193,000001.SZ,20200214,20191231,蔡方方,董事,,0
194,000001.SZ,20200214,20191231,郭建,董事,332600,0
195,000001.SZ,20200214,20191231,杨志群,董事；副行长,2965500,0
196,000001.SZ,20200214,20191231,郭世邦,董事；副行长,4024800,0
197,000001.SZ,20200214,20191231,项有志,董事；首席财务官,3864000,6000
198,000001.SZ,20200214,20191231,王春汉,原独立董事,459400,0
199,000001.SZ,20200214,20191231,王松奇,原独立董事,414300,0
200,000001.SZ,20200214,20191231,韩小京,原独立董事,407100,0
201,000001.SZ,20200214,20191231,郭田勇,独立董事,441100,0
202,000001.SZ,20200214,20191231,周建国,外部监事,300400,0
203,000001.SZ,20200214,20191231,杨如生,独立董事,455500,0
204,000001.SZ,20200214,20191231,邱伟,监事长；职工监事,3442700,0
205,000001.SZ,20200214,20191231,车国宝,股东监事,293200,0
206,000001.SZ,20200214,20191231,骆向东,外部监事,343600,0
207,000001.SZ,20200214,20191231,储一昀,外部监事,332800,0
208,000001.SZ,20200214,20191231,孙永桢,职工监事,3395400,0
209,000001.SZ,20200214,20191231,王群,职工监事,2332000,0
210,000001.SZ,20200214,20191231,周强,董事会秘书,3536100,0
211,000001.SZ,20200214,20191231,姚贵平,原董事；原副行长,1505000,0
212,000001.SZ,20200214,20191231,吴鹏,原副行长,411600,2394
213,000400.SZ,20200410,20191231,胡四全,副总经理,642700,0
214,000502.SZ,20200330,20191231,欧斌,监事,,0
215,000488.SZ,20200328,20191231,耿光林,副总经理,1624000,716950
216,000301.SZ,20200409,20191231,孙怡虹,副总经理,750100,0
217,000301.SZ,20200409,20191231,汪钟颖,原董事会秘书,552900,0
218,000301.SZ,20200409,20191231,万解秋,独立董事,102000,0
219,000301.SZ,20200409,20191231,申金元,原职工监事,58000,0
220,000301.SZ,20200409,20191231,杜佳鸣,原监事,0,0
221,000301.SZ,20200409,20191231,邱海荣,董事；财务负责人,838700,0
222,000301.SZ,20200409,20191231,倪根元,监事会主席；职工监事,2942300,0
223,000166.SZ,20200328,20191231,王凤朝,非执行董事,0,0
224,000166.SZ,20200328,20191231,储晓明,执行董事；董事长,3662900,0
225,000157.SZ,20200331,20191231,赵嵩正,独立董事,150000,0
226,000100.SZ,20200331,20191231,杜娟,董事；COO；CFO,3435900,0
227,000100.SZ,20200331,20191231,刘斌,副董事长,160000,0
228,000338.SZ,20200327,20191231,曹志月,副总裁,1592800,600000
229,000157.SZ,20200331,20191231,贺柳,董事,0,0
230,000157.SZ,20200331,20191231,黎建强,独立董事,150000,0
231,000100.SZ,20200331,20191231,卢馨,独立董事,200000,0
232,000100.SZ,20200331,20191231,何卓辉,监事会主席,160000,0
233,000100.SZ,20200331,20191231,刘薰词,独立董事,160000,0
234,000100.SZ,20200331,20191231,王成,原高级副总裁,44300,0
235,000488.SZ,20200328,20191231,潘兆昌,原公司秘书(香港)；原合资格会计师,90294.624,0
236,000488.SZ,20200328,20191231,赵学刚,副总经理,2149000,0
237,000488.SZ,20200328,20191231,李兴春,副董事长,4990000,0
238,000338.SZ,20200327,20191231,严鉴铂,董事；执行总裁,0,1097904
239,000338.SZ,20200327,20191231,袁宏明,董事；执行总裁,0,1000440
240,000338.SZ,20200327,20191231,Michael Macht,董事,129200,0
241,000338.SZ,20200327,20191231,宁向东,独立董事,155000,0
242,000338.SZ,20200327,20191231,吴洪伟,监事,0,4789516
243,000338.SZ,20200327,20191231,胡浩然,副总裁,1931900,0
244,000338.SZ,20200327,20191231,冯刚,副总裁,1521900,4789512
245,000338.SZ,20200327,20191231,李绍华,副总裁,1001900,600000
246,000338.SZ,20200327,20191231,王丽,董事会秘书,91200,0
247,000338.SZ,20200327,20191231,邝焜堂,财务总监；公司秘书,1610600,0
248,000488.SZ,20200328,20191231,韩亭德,董事,116700,0
249,000338.SZ,20200327,20191231,徐新玉,董事；执行总裁,2264400,13684324
250,000049.SZ,20200417,20191231,刘其,董事长,1314900,50000
251,000049.SZ,20200417,20191231,李兵兵,董事,,0
252,000100.SZ,20200331,20191231,李东生,董事长；CEO,6785100,812848488
253,000060.SZ,20200310,20191231,余刚,党委书记；董事局主席,3523800,150000
254,000100.SZ,20200331,20191231,闫晓林,高级副总裁；CTO,3069600,599500
255,000039.SZ,20200327,20191231,娄东阳,监事,0,0
256,000100.SZ,20200331,20191231,贺锦雷,原副董事长,0,0
257,000100.SZ,20200331,20191231,邱海燕,监事,100000,0
258,000400.SZ,20200410,20191231,周群,原董事,,0
259,000025.SZ,20200403,20191231,富春龙,董事长,0,0
260,000049.SZ,20200417,20191231,韦岗,原独立董事,80000,0
261,000502.SZ,20200330,20191231,薛自强,独立董事,47700,0
262,000025.SZ,20200403,20191231,谢旌,副总经理,1021100,0
263,000400.SZ,20200410,20191231,翟新生,独立董事,80000,0
264,000400.SZ,20200410,20191231,马永武,副总经理,596100,0
265,000400.SZ,20200410,20191231,陈贵东,原董事,,0
266,000400.SZ,20200410,20191231,樊占峰,副总经理,561000,0
267,000400.SZ,20200410,20191231,张丽,原职工监事,43000,0
268,000060.SZ,20200310,20191231,赵学超,原监事会主席,0,0
269,000488.SZ,20200328,20191231,王凤荣,原独立董事,53700,0
270,000400.SZ,20200410,20191231,万桂龙,董事会秘书,415900,0
271,000400.SZ,20200410,20191231,孙继强,董事,549000,7000
272,000063.SZ,20200328,20191231,李步青,董事,100000,0
273,000157.SZ,20200331,20191231,熊焰明,副总裁,2000000,3108071
274,000488.SZ,20200328,20191231,袁西坤,董事会秘书,420000,44700
275,000025.SZ,20200403,20191231,吕航,董事；总经理,947400,0
276,000060.SZ,20200310,20191231,彭卓卓,党委委员；纪委书记；监事会主席,475600,0
277,000401.SZ,20200319,20191231,王向东,副总经理,1202000,0
278,000338.SZ,20200327,20191231,李洪武,独立董事,155000,0
279,000488.SZ,20200328,20191231,张宏,监事,112000,0
280,000502.SZ,20200330,20191231,刘远鹏,独立董事,70000,0
281,000029.SZ,20200314,20191231,戴先华,监事,0,0
282,000488.SZ,20200328,20191231,李峰,总经理,1868000,906027
283,000166.SZ,20200328,20191231,杨秋梅,独立非执行董事,137500,0
284,000049.SZ,20200417,20191231,宋文吉,独立董事,6700,0
285,000011.SZ,20200318,20191231,王航军,董事；党委副书记；总经理,1361100,0
286,000029.SZ,20200314,20191231,滕显友,原副总经理,925900,0
287,000014.SZ,20200327,20191231,陈瑜,监事,454400,0
288,000060.SZ,20200310,20191231,田志刚,职工监事,1552200,0
289,000401.SZ,20200319,20191231,刘宗山,监事会主席,1235200,0
290,000401.SZ,20200319,20191231,柴朝明,独立董事,120000,0
291,000011.SZ,20200318,20191231,王秋平,职工监事；国贸物管总经理,624000,0
292,000039.SZ,20200327,20191231,麦伯良,执行董事；CEO；总裁,9451000,593643
293,000034.SZ,20200331,20191231,张宏江,独立董事,96000,0
294,000014.SZ,20200327,20191231,徐美平,副总经理,653400,0
295,000039.SZ,20200327,20191231,王桂埙,原独立非执行董事,100000,0
296,000151.SZ,20200325,20191231,于太祥,独立董事,80000,0
297,000151.SZ,20200325,20191231,武雅斌,独立董事,80000,0
298,000039.SZ,20200327,20191231,胡贤甫,非执行董事,0,0
299,000011.SZ,20200318,20191231,袁鸿昌,独立董事,80000,0
300,000014.SZ,20200327,20191231,熊跃华,副总经理,653400,0
301,000502.SZ,20200330,20191231,陈玉峰,原董事,,0
302,000011.SZ,20200318,20191231,李青原,独立董事,80000,0
303,000407.SZ,20200328,20191231,张仲力,监事,173100,0
304,000014.SZ,20200327,20191231,张选昭,董事,700000,0
305,000502.SZ,20200330,20191231,林圣杰,董事,,0
306,000039.SZ,20200327,20191231,吴发沛,原副总裁,332000,0
307,000151.SZ,20200325,20191231,王小中,原监事,0,0
308,000014.SZ,20200327,20191231,熊楚熊,独立董事,100000,0
309,000151.SZ,20200325,20191231,江华,独立董事,80000,0
310,000039.SZ,20200327,20191231,明东,非执行董事,0,0
311,000404.SZ,20200411,20191231,杨凡,副总经理,414500,124360
312,000039.SZ,20200327,20191231,曾邗,财务管理部总经理,2210000,0
313,000407.SZ,20200328,20191231,孙卜武,副总裁,1006600,975
314,000014.SZ,20200327,20191231,王苏生,独立董事,100000,0
315,000011.SZ,20200318,20191231,魏晓东,董事；党委副书记,1210300,0
316,000404.SZ,20200411,20191231,杨秀彪,党委书记；董事长,0,0
317,000029.SZ,20200314,20191231,张磊,财务总监；董事,0,0
318,000039.SZ,20200327,20191231,王宇航,原副董事长；原非执行董事,0,0
319,000029.SZ,20200314,20191231,林军,监事,546500,0
320,000050.SZ,20200318,20191231,成为,副总经理,2040000,7700
321,000039.SZ,20200327,20191231,于玉群,副总裁；董事会秘书,3763000,0
322,000014.SZ,20200327,20191231,赖育明,副总经理,653400,0
323,000029.SZ,20200314,20191231,魏捍平,副总经理,1122600,0
324,000050.SZ,20200318,20191231,檀庄龙,监事,,0
325,000404.SZ,20200411,20191231,史强,党委副书记；纪委书记；董事；董事会秘书,521300,0
326,000407.SZ,20200328,20191231,王健,监事,40000,0
327,000014.SZ,20200327,20191231,张仲文,原监事,,0
328,000034.SZ,20200331,20191231,孙丹梅,监事,575600,0
329,000407.SZ,20200328,20191231,张宇锋,独立董事,120000,0
330,000166.SZ,20200328,20191231,阳昌云,副总经理；财务总监；董事会秘书,3076600,0
331,000407.SZ,20200328,20191231,田贯三,独立董事,120000,0
332,000050.SZ,20200318,20191231,付德斌,董事,,0
333,000034.SZ,20200331,20191231,辛昕,董事；财务总监,1951800,250000
334,000488.SZ,20200328,20191231,黄磊,原独立董事,53700,0
335,000409.SZ,20200328,20191231,尤加强,董事；总经理,109300,0
336,000409.SZ,20200328,20191231,李天章,原董事,0,0
337,000050.SZ,20200318,20191231,黄威飘,原监事,,0
338,000034.SZ,20200331,20191231,吴昊,副总裁,514100,0
339,000034.SZ,20200331,20191231,张赐安,原副总裁,647200,2522121
340,000409.SZ,20200328,20191231,刘峰,监事,0,0
341,000034.SZ,20200331,20191231,张梅,监事会主席,753900,0
342,000034.SZ,20200331,20191231,王晓岩,董事,0,51570480
343,000404.SZ,20200411,20191231,李云强,监事会主席,0,0
344,000338.SZ,20200327,20191231,丁迎东,副总裁,1484000,4789516
345,000031.SZ,20200331,20191231,马德伟,董事,,0
346,000034.SZ,20200331,20191231,沈旸,副总裁,,0
347,000034.SZ,20200331,20191231,潘春雷,副总裁,,889380
348,000034.SZ,20200331,20191231,李岩,人力资源总监,1465900,1691354
349,000416.SZ,20200321,20191231,冯壮勇,董事,,0
350,000031.SZ,20200331,20191231,余福平,监事会主席,1179700,0
351,000420.SZ,20200410,20191231,孙玉晶,董事,,40000
352,000031.SZ,20200331,20191231,叶雄,副总经理,2136700,0
353,000409.SZ,20200328,20191231,伏军,独立董事,35000,0
354,000034.SZ,20200331,20191231,许军利,原董事,0,0
355,000034.SZ,20200331,20191231,郝峻晟,技术总监,80500,5909000
356,000421.SZ,20200417,20191231,张涛,原监事,0,0
357,000416.SZ,20200321,20191231,吴革,独立董事,66500,0
358,000089.SZ,20200328,20191231,常文,副总经理,202100,0
359,000031.SZ,20200331,20191231,蒋超,原董事,,0
360,000031.SZ,20200331,20191231,张建国,原财务总监,1785800,0
361,000088.SZ,20200409,20191231,陈磊,董事会秘书,617200,0
362,000088.SZ,20200409,20191231,吴福良,监事会主席,792800,0
363,000417.SZ,20200328,20191231,李承波,董事；副总经理；党委委员,391500,0
364,000417.SZ,20200328,20191231,刘京建,独立董事,90000,0
365,000088.SZ,20200409,20191231,黄黎忠,原董事；原总经理,,0
366,000420.SZ,20200410,20191231,郑桂云,监事,,20000
367,000089.SZ,20200328,20191231,林小龙,董事长,0,0
368,000420.SZ,20200410,20191231,周国利,监事,80000,10000
369,000088.SZ,20200409,20191231,冯强,副总经理,750000,0
370,000034.SZ,20200331,20191231,王继业,原董事会秘书,798100,100000
371,000089.SZ,20200328,20191231,田立新,职工监事,610300,0
372,000420.SZ,20200410,20191231,周东福,董事,,0
373,000031.SZ,20200331,20191231,曾宪锋,原董事,,0
374,000420.SZ,20200410,20191231,刘杨,董事,,0
375,000420.SZ,20200410,20191231,刘凤久,监事会主席,,40000
376,000089.SZ,20200328,20191231,叶文华,监事会主席,0,0
377,000031.SZ,20200331,20191231,李晋扬,董事；副总经理,2644900,0
378,000002.SZ,20200318,20191231,郁亮,董事会主席；董事,12517000,7306245
379,000002.SZ,20200318,20191231,林茂德,董事会副主席,360000,0
380,000002.SZ,20200318,20191231,康典,独立董事,600000,0
381,000002.SZ,20200318,20191231,刘姝威,独立董事,600000,0
382,000002.SZ,20200318,20191231,吴嘉宁,独立董事,600000,0
383,000002.SZ,20200318,20191231,李强,独立董事,600000,0
384,000002.SZ,20200318,20191231,孙盛典,董事,360000,0
385,000002.SZ,20200318,20191231,肖民,原董事,14000,0
386,000002.SZ,20200318,20191231,陈贤军,董事,360000,0
387,000002.SZ,20200318,20191231,王文金,董事；执行副总裁,8789000,2314291
388,000002.SZ,20200318,20191231,张旭,董事；执行副总裁,9410000,904039
389,000002.SZ,20200318,20191231,解冻,监事会主席,8789000,1490745
390,000002.SZ,20200318,20191231,郑英,监事,360000,0
391,000002.SZ,20200318,20191231,周清平,监事,2598000,20000
392,000002.SZ,20200318,20191231,祝九胜,总裁；首席执行官,11274000,0
393,000002.SZ,20200318,20191231,孙嘉,原执行副总裁,360000,0
394,000002.SZ,20200318,20191231,朱旭,董事会秘书,5683000,0
395,000089.SZ,20200328,20191231,黄文奕,原副总经理,791200,0
396,000420.SZ,20200410,20191231,王剩勇,原董事,,51742
397,000420.SZ,20200410,20191231,宋德武,董事长,,48000
398,000420.SZ,20200410,20191231,金东杰,董事,188000,40000
399,000420.SZ,20200410,20191231,周东福,董事,,0
400,000420.SZ,20200410,20191231,李金泉,独立董事,40000,0
401,000420.SZ,20200410,20191231,刘彦文,独立董事,40000,0
402,000420.SZ,20200410,20191231,刘凤久,监事会主席,,40000
403,000420.SZ,20200410,20191231,曲大军,监事,107000,20000
404,000420.SZ,20200410,20191231,孙玉晶,董事,,40000
405,000420.SZ,20200410,20191231,刘宏伟,董事,,48500
406,000420.SZ,20200410,20191231,杜晓敏,董事；财务负责人,101000,30000
407,000089.SZ,20200328,20191231,王穗初,原董事,0,0
408,000089.SZ,20200328,20191231,刘锋,副总经理,0,0
409,000089.SZ,20200328,20191231,秦长生,副总经理,849200,0
410,000089.SZ,20200328,20191231,陈志荣,职工董事,608000,0
411,000089.SZ,20200328,20191231,孙郑岭,董事会秘书,827200,0
412,000089.SZ,20200328,20191231,丁新浩,财务部部长,372300,0
413,000089.SZ,20200328,20191231,贺云,独立董事,50000,0
414,000089.SZ,20200328,20191231,黄亚英,原独立董事,50000,0
415,000089.SZ,20200328,20191231,谢友松,董事,0,0
416,000089.SZ,20200328,20191231,应学民,原副总经理,134200,0
417,000089.SZ,20200328,20191231,徐燕,董事,805200,0
418,000089.SZ,20200328,20191231,张岩,董事,0,0
419,000089.SZ,20200328,20191231,邬俏钧,副总经理,93100,0
